Time,BTC-25MAR22,BTC-31DEC21,BTC-PERPETUAL,spread,moving_average,moving_std_dev,upper_band,lower_band,long_entry,long_exit,short_entry,short_exit,positions_long,positions_short,long_sl,positions_long_sl,short_sl,positions_short_sl
1628919000000,50300.0,49377.0,47584.5,367.3249999999971,,,,,False,False,False,False,,,False,,False,1.0
1628920800000,50478.0,49495.5,47680.0,419.69499999999607,,,,,False,False,False,False,,,False,,False,1.0
1628922600000,50373.0,49389.0,47568.0,419.48999999999614,,,,,False,False,False,False,,,False,,False,1.0
1628924400000,50481.5,49559.5,47739.0,357.64500000000044,,,,,False,False,False,False,,,False,,False,1.0
1628926200000,50440.5,49491.5,47652.5,378.9099999999944,,,,,False,False,False,False,,,False,,False,1.0
1628928000000,50357.0,49531.0,47699.5,258.23499999999876,,,,,False,False,False,False,,,False,,False,1.0
1628929800000,50450.5,49425.0,47641.5,472.6149999999998,,,,,False,False,False,False,,,False,1.0,False,
1628931600000,50654.5,49655.0,47803.0,425.3799999999974,,,,,False,False,False,False,,,False,1.0,False,
1628933400000,49609.0,48552.0,47001.5,576.3449999999975,,,,,False,False,False,False,,,False,1.0,False,
1628935200000,49520.5,48581.5,46857.0,404.40500000000065,,,,,False,False,False,False,,,False,,False,1.0
1628937000000,48820.5,47995.5,46362.5,318.7699999999968,,,,,False,False,False,False,,,False,,False,1.0
1628938800000,48894.0,48029.0,46344.5,342.80499999999483,,,,,False,False,False,False,,,False,,False,1.0
1628940600000,49004.0,48307.5,46581.5,161.43999999999505,,,,,False,False,False,False,,,False,,False,1.0
1628942400000,48923.0,47980.5,46359.0,439.8349999999973,,,,,False,False,False,False,,,False,1.0,False,
1628944200000,48889.0,47931.0,46304.5,453.78499999999985,398.9062999999977,74.59543492084951,555.5567133337817,242.25588666621374,False,True,False,False,0.0,,False,1.0,False,
1628946000000,49002.5,48068.0,46426.0,425.47999999999774,401.26379999999773,73.50576965803756,555.6259162818766,246.90168371811885,False,True,False,False,0.0,,False,1.0,False,
1628947800000,49031.5,48096.5,46525.0,447.8349999999991,403.1672999999978,73.45374667935441,557.420168026642,248.91443197335352,False,True,False,False,0.0,,False,1.0,False,
1628949600000,49443.0,48437.5,46796.5,496.78999999999905,406.34179999999776,74.01050947683373,561.7638699013486,250.9197300986469,False,True,False,False,0.0,,False,1.0,False,
1628951400000,49569.0,48554.5,46914.0,505.94499999999607,409.4254999999977,74.8967158774987,566.708603342745,252.14239665725043,False,True,False,False,0.0,,False,1.0,False,
1628953200000,49462.5,48490.5,46839.0,460.03499999999985,408.76729999999776,74.28990890087346,564.7761086918321,252.75849130816349,False,True,False,False,0.0,,False,1.0,False,
1628955000000,49340.0,48616.0,46965.5,212.34500000000116,405.5094999999978,79.19971905388516,571.8289100131567,239.19008998683893,True,False,False,True,1.0,0.0,False,,False,1.0
1628956800000,49347.0,48549.0,46912.0,290.529999999997,405.4993999999978,79.21464621610639,571.8501570538212,239.1486429461744,False,False,False,True,,0.0,False,,False,1.0
1628958600000,49307.0,48526.5,46892.0,273.80499999999665,403.33049999999787,81.32082126788761,574.1042246625618,232.5567753374339,False,False,False,True,,0.0,False,,False,1.0
1628960400000,49332.5,48421.5,46791.0,405.54499999999825,404.06989999999786,81.16628764135783,574.5191040468493,233.62069595314642,False,True,False,False,0.0,,False,1.0,False,
1628962200000,49407.5,48466.5,46823.0,431.51499999999396,405.8850999999979,80.73514972117184,575.4289144144587,236.34128558553707,False,True,False,False,0.0,,False,1.0,False,
1628964000000,49402.5,48465.0,46841.0,434.0599999999977,407.33469999999784,80.57394521405278,576.5399849495087,238.12941505048698,False,True,False,False,0.0,,False,1.0,False,
1628965800000,49346.0,48374.5,46768.5,473.6399999999994,410.1122999999979,80.4146682173099,578.9831032563487,241.2414967436471,False,True,False,False,0.0,,False,1.0,False,
1628967600000,49309.5,48321.5,46703.5,486.41999999999825,413.4192999999979,80.07737913412146,581.581796181653,245.25680381834286,False,True,False,False,0.0,,False,1.0,False,
1628969400000,49606.0,48683.5,47071.5,422.779999999997,413.1110999999978,80.00972282300644,581.1315179283114,245.09068207168426,False,True,False,False,0.0,,False,1.0,False,
1628971200000,49012.5,48166.0,46468.5,320.27500000000146,409.526399999998,80.07490108463644,577.6836922777345,241.36910772226145,False,False,False,True,,0.0,False,,False,1.0
1628973000000,49153.0,48235.5,46669.0,431.88499999999476,409.78619999999785,80.12697333403709,578.0528440014757,241.51955599851996,False,True,False,False,0.0,,False,1.0,False,
1628974800000,49255.5,48399.5,46787.0,356.1249999999982,410.47909999999786,79.49506400213858,577.4187344044889,243.53946559550684,False,False,False,True,,0.0,False,,False,1.0
1628976600000,49692.0,48642.5,47037.0,551.7949999999964,414.8978999999978,81.1030701568527,585.2143473293884,244.58145267060712,False,True,False,False,0.0,,False,1.0,False,
1628978400000,49717.5,48732.5,47127.5,487.44999999999527,416.1775999999976,81.7432793045973,587.838486539652,244.51671346034328,False,True,False,False,0.0,,False,1.0,False,
1628980200000,49496.0,48547.5,46903.0,438.70499999999447,415.5134999999976,81.41548187556609,586.4860119386864,244.54098806130878,False,True,False,False,0.0,,False,1.0,False,1.0
1628982000000,49803.0,48820.5,47162.5,468.5199999999968,416.95449999999767,81.70863665070138,588.5426369664706,245.36636303352475,False,True,False,False,0.0,,False,1.0,False,
1628983800000,49777.5,48780.5,47109.0,478.8349999999973,417.28579999999755,81.9294093390955,589.3375596120982,245.23404038789698,False,True,False,False,0.0,,False,1.0,False,
1628985600000,49816.0,48830.0,47134.0,460.23999999999614,418.5337999999974,82.10222927918737,590.9484814862909,246.11911851370394,False,True,False,False,0.0,,False,1.0,False,
1628987400000,49665.5,48916.0,47205.5,219.2450000000008,415.1799999999975,86.71477635775516,597.2810303512833,233.07896964871168,True,False,False,True,1.0,0.0,False,,False,1.0
1628989200000,49955.5,49007.5,47220.5,394.0299999999952,414.8012999999975,86.7659783662175,597.0098545690543,232.59274543094077,False,False,False,True,,0.0,False,,False,1.0
1628991000000,49842.0,48899.5,47148.0,399.53499999999804,415.06549999999754,86.69758432509009,597.1304270826868,233.00057291730835,False,False,False,True,,0.0,False,,False,1.0
1628992800000,50004.0,49016.0,47273.0,447.6700000000001,415.14629999999755,86.72662675073448,597.27221617654,233.02038382345512,False,True,False,False,0.0,,False,1.0,False,
1628994600000,50003.5,48971.0,47237.0,494.9599999999973,416.1092999999976,87.35047281515196,599.5452929118167,232.67330708817846,False,True,False,False,0.0,,False,1.0,False,
1628996400000,49864.0,48882.5,47185.0,455.274999999996,415.19559999999757,86.68117964549555,597.2260772555383,233.1651227444569,False,True,False,False,0.0,,False,1.0,False,
1628998200000,49535.5,48570.5,46913.0,451.17499999999745,415.49299999999755,86.78053558328865,597.7321247249038,233.25387527509136,False,True,False,False,0.0,,False,1.0,False,
